t|uc_0|m|x_0|x_1|x_2|h_0|yc_0|yc_1|yc_2|yd|ud
1133.5|0.0|off|19.870896488919364|19.74474046345243|18.766140664893236|0|19.870896488919364|19.74474046345243|18.766140664893236|no|no
1134.0|0.0|off|19.867111808155357|19.741106767871372|18.763348630657266|0|19.867111808155357|19.741106767871372|18.763348630657266|no|no
1134.5|0.0|off|19.863331656946837|19.73747705075258|18.760556723869783|0|19.863331656946837|19.73747705075258|18.760556723869783|no|no
1135.0|0.0|off|19.85955601876101|19.73385129895163|18.757764955962756|0|19.85955601876101|19.73385129895163|18.757764955962756|no|no
1135.5|0.0|off|19.855784877166727|19.730229499403084|18.75497333828356|0|19.855784877166727|19.730229499403084|18.75497333828356|no|no
1136.0|0.0|off|19.852018215833816|19.726611639119962|18.75218188209555|0|19.852018215833816|19.726611639119962|18.75218188209555|no|no
1136.5|0.0|off|19.8482560185324|19.72299770519324|18.749390598578632|0|19.8482560185324|19.72299770519324|18.749390598578632|no|no
1137.0|0.0|off|19.844498269132224|19.719387684791318|18.746599498829827|0|19.844498269132224|19.719387684791318|18.746599498829827|no|no
1137.5|0.0|off|19.840744951601998|19.715781565159517|18.74380859386382|0|19.840744951601998|19.715781565159517|18.74380859386382|no|no
1138.0|0.0|off|19.836996050008725|19.712179333619567|18.741017894613538|0|19.836996050008725|19.712179333619567|18.741017894613538|no|no
1138.5|0.0|off|19.83325154851705|19.7085809775691|18.738227411930673|0|19.83325154851705|19.7085809775691|18.738227411930673|no|no
1139.0|0.0|off|19.829511431388614|19.704986484481157|18.735437156586254|0|19.829511431388614|19.704986484481157|18.735437156586254|no|no
1139.5|0.0|off|19.82577568298139|19.70139584190368|18.732647139271183|0|19.82577568298139|19.70139584190368|18.732647139271183|no|no
1140.0|0.0|off|19.82204428774906|19.69780903745902|18.729857370596772|0|19.82204428774906|19.69780903745902|18.729857370596772|no|no
1140.5|0.0|off|19.818317230240357|19.69422605884345|18.727067861095293|0|19.818317230240357|19.69422605884345|18.727067861095293|no|no
1141.0|0.0|off|19.81459449509845|19.69064689382667|18.724278621220495|0|19.81459449509845|19.69064689382667|18.724278621220495|no|no
1141.5|0.0|off|19.8108760670603|19.68707153025132|18.721489661348155|0|19.8108760670603|19.68707153025132|18.721489661348155|no|no
1142.0|0.0|off|19.80716193095603|19.68349995603251|18.718700991776583|0|19.80716193095603|19.68349995603251|18.718700991776583|no|no
1142.5|0.0|off|19.803452071708325|19.679932159157328|18.715912622727163|0|19.803452071708325|19.679932159157328|18.715912622727163|no|no
1143.0|0.0|off|19.799746474331794|19.676368127684373|18.713124564344863|0|19.799746474331794|19.676368127684373|18.713124564344863|no|no
1143.5|0.0|off|19.796045123932373|19.672807849743283|18.710336826698754|0|19.796045123932373|19.672807849743283|18.710336826698754|no|no
1144.0|0.0|off|19.7923480057067|19.66925131353425|18.707549419782524|0|19.7923480057067|19.66925131353425|18.707549419782524|no|no
1144.5|0.0|off|19.788655104941526|19.66569850732758|18.704762353514987|0|19.788655104941526|19.66569850732758|18.704762353514987|no|no
1145.0|0.0|off|19.78496640701311|19.662149419463212|18.701975637740585|0|19.78496640701311|19.662149419463212|18.701975637740585|no|no
1145.5|0.0|off|19.781281897386613|19.65860403835026|18.6991892822299|0|19.781281897386613|19.65860403835026|18.6991892822299|no|no
1146.0|0.0|off|19.777601561615523|19.655062352466558|18.696403296680142|0|19.777601561615523|19.655062352466558|18.696403296680142|no|no
1146.5|0.0|off|19.773925385341055|19.651524350358212|18.693617690715655|0|19.773925385341055|19.651524350358212|18.693617690715655|no|no
1147.0|0.0|off|19.77025335429157|19.647990020639142|18.690832473888403|0|19.77025335429157|19.647990020639142|18.690832473888403|no|no
1147.5|0.0|off|19.766585454281994|19.644459351990633|18.68804765567846|0|19.766585454281994|19.644459351990633|18.68804765567846|no|no
1148.0|0.0|off|19.762921671213252|19.6409323331609|18.685263245494504|0|19.762921671213252|19.6409323331609|18.685263245494504|no|no
1148.5|0.0|off|19.759261991071682|19.637408952964638|18.682479252674284|0|19.759261991071682|19.637408952964638|18.682479252674284|no|no
1149.0|0.0|off|19.75560639992847|19.63388920028258|18.679695686485115|0|19.75560639992847|19.63388920028258|18.679695686485115|no|no
1149.5|0.0|off|19.751954883939096|19.630373064061075|18.676912556124346|0|19.751954883939096|19.630373064061075|18.676912556124346|no|no
1150.0|0.0|off|19.748307429342756|19.62686053331164|18.674129870719838|0|19.748307429342756|19.62686053331164|18.674129870719838|no|no
1150.5|0.0|off|19.744664022461823|19.62335159711054|18.67134763933043|0|19.744664022461823|19.62335159711054|18.67134763933043|no|no
1151.0|0.0|off|19.741024649701284|19.619846244598353|18.66856587094641|0|19.741024649701284|19.619846244598353|18.66856587094641|no|no
1151.5|0.0|off|19.737389297548198|19.61634446497956|18.665784574489965|0|19.737389297548198|19.61634446497956|18.665784574489965|no|no
1152.0|0.0|off|19.73375795257114|19.612846247522096|18.66300375881567|0|19.73375795257114|19.612846247522096|18.66300375881567|no|no
1152.5|0.0|off|19.730130601419667|19.609351581556968|18.660223432710914|0|19.730130601419667|19.609351581556968|18.660223432710914|no|no
1153.0|0.0|off|19.726507230823785|19.605860456477807|18.65744360489638|0|19.726507230823785|19.605860456477807|18.65744360489638|no|no
1153.5|0.0|off|19.722887827593404|19.60237286174047|18.65466428402647|0|19.722887827593404|19.60237286174047|18.65466428402647|no|no
1154.0|0.0|off|19.719272378617816|19.59888878686263|18.65188547868979|0|19.719272378617816|19.59888878686263|18.65188547868979|no|no
1154.5|0.0|off|19.71566087086516|19.595408221423366|18.649107197409553|0|19.71566087086516|19.595408221423366|18.649107197409553|no|no
1155.0|0.0|off|19.712053291381906|19.591931155062756|18.646329448644053|0|19.712053291381906|19.591931155062756|18.646329448644053|no|no
1155.5|0.0|off|19.70844962729233|19.588457577481474|18.6435522407871|0|19.70844962729233|19.588457577481474|18.6435522407871|no|no
1156.0|0.0|off|19.704849865798007|19.5849874784404|18.640775582168434|0|19.704849865798007|19.5849874784404|18.640775582168434|no|no
1156.5|0.0|off|19.70125399417728|19.581520847760206|18.63799948105419|0|19.70125399417728|19.581520847760206|18.63799948105419|no|no
1157.0|0.0|off|19.697661999784767|19.578057675320984|18.635223945647308|0|19.697661999784767|19.578057675320984|18.635223945647308|no|no
1157.5|0.0|off|19.694073870050854|19.574597951061836|18.632448984087965|0|19.694073870050854|19.574597951061836|18.632448984087965|no|no
1158.0|0.0|off|19.690489592481182|19.57114166498049|18.629674604454003|0|19.690489592481182|19.57114166498049|18.629674604454003|no|no
1158.5|0.0|off|19.68690915465616|19.56768880713292|18.626900814761353|0|19.68690915465616|19.56768880713292|18.626900814761353|no|no
1159.0|0.0|off|19.683332544230463|19.564239367632954|18.624127622964444|0|19.683332544230463|19.564239367632954|18.624127622964444|no|no
1159.5|0.0|off|19.67975974893254|19.560793336651894|18.621355036956633|0|19.67975974893254|19.560793336651894|18.621355036956633|no|no
1160.0|0.0|off|19.67619075656412|19.55735070441815|18.61858306457061|0|19.67619075656412|19.55735070441815|18.61858306457061|no|no
1160.5|0.0|off|19.672625554999744|19.55391146121684|18.61581171357881|0|19.672625554999744|19.55391146121684|18.61581171357881|no|no
1161.0|0.0|off|19.669064132186257|19.550475597389436|18.613040991693826|0|19.669064132186257|19.550475597389436|18.613040991693826|no|no
1161.5|0.0|off|19.66550647614235|19.547043103333394|18.610270906568804|0|19.66550647614235|19.547043103333394|18.610270906568804|no|no
1162.0|0.0|off|19.661952574958082|19.543613969501767|18.607501465797856|0|19.661952574958082|19.543613969501767|18.607501465797856|no|no
1162.5|0.0|off|19.65840241679439|19.540188186402855|18.60473267691646|0|19.65840241679439|19.540188186402855|18.60473267691646|no|no
1163.0|0.0|off|19.654855989882645|19.536765744599833|18.60196454740185|0|19.654855989882645|19.536765744599833|18.60196454740185|no|no
1163.5|0.0|off|19.65131328252416|19.533346634710398|18.59919708467341|0|19.65131328252416|19.533346634710398|18.59919708467341|no|no
1164.0|0.0|off|19.64777428308975|19.5299308474064|18.596430296093082|0|19.64777428308975|19.5299308474064|18.596430296093082|no|no
1164.5|0.0|off|19.64423898001925|19.5265183734135|18.593664188965732|0|19.64423898001925|19.5265183734135|18.593664188965732|no|no
1165.0|0.0|off|19.640707361821075|19.52310920351079|18.590898770539557|0|19.640707361821075|19.52310920351079|18.590898770539557|no|no
1165.5|0.0|off|19.637179417071767|19.519703328530472|18.58813404800646|0|19.637179417071767|19.519703328530472|18.58813404800646|no|no
1166.0|0.0|off|19.633655134415527|19.516300739357487|18.585370028502425|0|19.633655134415527|19.516300739357487|18.585370028502425|no|no
1166.5|0.0|off|19.630134502563784|19.51290142692918|18.58260671910791|0|19.630134502563784|19.51290142692918|18.58260671910791|no|no
1167.0|0.0|off|19.626617510294746|19.509505382234945|18.579844126848222|0|19.626617510294746|19.509505382234945|18.579844126848222|no|no
1167.5|0.0|off|19.623104146452953|19.50611259631589|18.577082258693878|0|19.623104146452953|19.50611259631589|18.577082258693878|no|no
1168.0|0.0|off|19.61959439994884|19.502723060264497|18.574321121560985|0|19.61959439994884|19.502723060264497|18.574321121560985|no|no
1168.5|0.0|off|19.61608825975831|19.49933676522428|18.571560722311613|0|19.61608825975831|19.49933676522428|18.571560722311613|no|no
1169.0|0.0|off|19.61258571492229|19.495953702389453|18.568801067754155|0|19.61258571492229|19.495953702389453|18.568801067754155|no|no
1169.5|0.0|off|19.609086754546304|19.49257386300459|18.566042164643694|0|19.609086754546304|19.49257386300459|18.566042164643694|no|no
1170.0|0.0|off|19.605591367800052|19.489197238364305|18.563284019682364|0|19.605591367800052|19.489197238364305|18.563284019682364|no|no
1170.5|0.0|off|19.602099543916978|19.485823819812914|18.56052663951971|0|19.602099543916978|19.485823819812914|18.56052663951971|no|no
1171.0|0.0|off|19.598611272193857|19.482453598744108|18.557770030753048|0|19.598611272193857|19.482453598744108|18.557770030753048|no|no
1171.5|0.0|off|19.595126541990364|19.47908656660064|18.555014199927804|0|19.595126541990364|19.47908656660064|18.555014199927804|no|no
1172.0|0.0|off|19.591645342728672|19.47572271487398|18.55225915353789|0|19.591645342728672|19.47572271487398|18.55225915353789|no|no
1172.5|0.0|off|19.58816766389303|19.472362035104023|18.549504898026036|0|19.58816766389303|19.472362035104023|18.549504898026036|no|no
1173.0|0.0|off|19.584693495029363|19.469004518878748|18.546751439784146|0|19.584693495029363|19.469004518878748|18.546751439784146|no|no
1173.5|0.0|off|19.581222825744845|19.465650157833913|18.543998785153633|0|19.581222825744845|19.465650157833913|18.543998785153633|no|no
1174.0|0.0|off|19.577755645707516|19.46229894365274|18.54124694042578|0|19.577755645707516|19.46229894365274|18.54124694042578|no|no
1174.5|0.0|off|19.57429194464587|19.4589508680656|18.538495911842055|0|19.57429194464587|19.4589508680656|18.538495911842055|no|no
1175.0|0.0|off|19.570831712348465|19.455605922849703|18.535745705594476|0|19.570831712348465|19.455605922849703|18.535745705594476|no|no
1175.5|0.0|off|19.5673749386635|19.452264099828795|18.532996327825927|0|19.5673749386635|19.452264099828795|18.532996327825927|no|no
1176.0|0.0|off|19.56392161349846|19.448925390872855|18.5302477846305|0|19.56392161349846|19.448925390872855|18.5302477846305|no|no
1176.5|0.0|off|19.560471726819692|19.445589787897777|18.527500082053827|0|19.560471726819692|19.445589787897777|18.527500082053827|no|no
1177.0|0.0|off|19.557025268652033|19.442257282865086|18.524753226093406|0|19.557025268652033|19.442257282865086|18.524753226093406|no|no
1177.5|0.0|off|19.553582229078426|19.438927867781626|18.52200722269893|0|19.553582229078426|19.438927867781626|18.52200722269893|no|no
1178.0|0.0|off|19.55014259823952|19.435601534699266|18.519262077772616|0|19.55014259823952|19.435601534699266|18.519262077772616|no|no
1178.5|0.0|off|19.546706366333314|19.432278275714605|18.516517797169513|0|19.546706366333314|19.432278275714605|18.516517797169513|no|no
1179.0|0.0|off|19.543273523614754|19.428958082968684|18.513774386697836|0|19.543273523614754|19.428958082968684|18.513774386697836|no|no
1179.5|0.0|off|19.53984406039537|19.425640948646684|18.511031852119284|0|19.53984406039537|19.425640948646684|18.511031852119284|no|no
1180.0|0.0|off|19.53641796704291|19.422326864977645|18.508290199149354|0|19.53641796704291|19.422326864977645|18.508290199149354|no|no
1180.5|0.0|off|19.532995233980955|19.41901582423417|18.505549433457645|0|19.532995233980955|19.41901582423417|18.505549433457645|no|no
1181.0|0.0|off|19.529575851688552|19.415707818732145|18.50280956066819|0|19.529575851688552|19.415707818732145|18.50280956066819|no|no
1181.5|0.0|off|19.52615981069986|19.41240284083046|18.500070586359747|0|19.52615981069986|19.41240284083046|18.500070586359747|no|no
1182.0|0.0|off|19.522747101603777|19.409100882930716|18.497332516066116|0|19.522747101603777|19.409100882930716|18.497332516066116|no|no
1182.5|0.0|off|19.519337715043584|19.405801937476948|18.49459535527645|0|19.519337715043584|19.405801937476948|18.49459535527645|no|no
1183.0|0.0|off|19.515931641716584|19.402505996955355|18.491859109435538|0|19.515931641716584|19.402505996955355|18.491859109435538|no|no
1183.5|0.0|off|19.512528872373746|19.399213053894012|18.489123783944134|0|19.512528872373746|19.399213053894012|18.489123783944134|no|no
1184.0|0.0|off|19.509129397819354|19.395923100862603|18.486389384159235|0|19.509129397819354|19.395923100862603|18.486389384159235|no|no
1184.5|0.0|off|19.50573320891065|19.392636130472148|18.483655915394394|0|19.50573320891065|19.392636130472148|18.483655915394394|no|no
1185.0|0.0|off|19.502340296557495|19.389352135374725|18.480923382920004|0|19.502340296557495|19.389352135374725|18.480923382920004|no|no
1185.5|0.0|off|19.498950651722012|19.386071108263213|18.478191791963596|0|19.498950651722012|19.386071108263213|18.478191791963596|no|no
1186.0|0.0|off|19.49556426541825|19.382793041871007|18.475461147710128|0|19.49556426541825|19.382793041871007|18.475461147710128|no|no
1186.5|0.0|off|19.49218112871183|19.379517928971776|18.472731455302284|0|19.49218112871183|19.379517928971776|18.472731455302284|no|no
1187.0|0.0|off|19.48880123271963|19.376245762379178|18.470002719840757|0|19.48880123271963|19.376245762379178|18.470002719840757|no|no
1187.5|0.0|off|19.485424568609417|19.37297653494661|18.467274946384524|0|19.485424568609417|19.37297653494661|18.467274946384524|no|no
1188.0|0.0|off|19.482051127599533|19.369710239566945|18.464548139951145|0|19.482051127599533|19.369710239566945|18.464548139951145|no|no
1188.5|0.0|off|19.478680900958555|19.36644686917227|18.46182230551704|0|19.478680900958555|19.36644686917227|18.46182230551704|no|no
1189.0|0.0|off|19.475313880004965|19.363186416733637|18.459097448017765|0|19.475313880004965|19.363186416733637|18.459097448017765|no|no
1189.5|0.0|off|19.471950056106824|19.359928875260795|18.456373572348294|0|19.471950056106824|19.359928875260795|18.456373572348294|no|no
1190.0|0.0|off|19.468589420681443|19.356674237801954|18.4536506833633|0|19.468589420681443|19.356674237801954|18.4536506833633|no|no
1190.5|0.0|off|19.46523196519506|19.353422497443518|18.45092878587742|0|19.46523196519506|19.353422497443518|18.45092878587742|no|no
1191.0|0.0|off|19.461877681162512|19.35017364730984|18.448207884665536|0|19.461877681162512|19.35017364730984|18.448207884665536|no|no
1191.5|0.0|off|19.458526560146932|19.346927680562985|18.445487984463036|0|19.458526560146932|19.346927680562985|18.445487984463036|no|no
1192.0|0.0|off|19.455178593759413|19.34368459040246|18.442769089966095|0|19.455178593759413|19.34368459040246|18.442769089966095|no|no
1192.5|0.0|off|19.451833773658706|19.34044437006499|18.440051205831935|0|19.451833773658706|19.34044437006499|18.440051205831935|no|no
1193.0|0.0|off|19.448492091550893|19.337207012824265|18.437334336679093|0|19.448492091550893|19.337207012824265|18.437334336679093|no|no
1193.5|0.0|off|19.445153539189093|19.3339725119907|18.434618487087683|0|19.445153539189093|19.3339725119907|18.434618487087683|no|no
1194.0|0.0|off|19.44181810837314|19.330740860911195|18.43190366159966|0|19.44181810837314|19.330740860911195|18.43190366159966|no|no
1194.5|0.0|off|19.438485790949283|19.327512052968896|18.429189864719074|0|19.438485790949283|19.327512052968896|18.429189864719074|no|no
1195.0|0.0|off|19.43515657880987|19.324286081582958|18.42647710091234|0|19.43515657880987|19.324286081582958|18.42647710091234|no|no
1195.5|0.0|off|19.431830463893064|19.321062940208314|18.423765374608486|0|19.431830463893064|19.321062940208314|18.423765374608486|no|no
1196.0|0.0|off|19.42850743818252|19.31784262233543|18.42105469019941|0|19.42850743818252|19.31784262233543|18.42105469019941|no|no
1196.5|0.0|off|19.42518749370711|19.31462512149009|18.418345052040127|0|19.42518749370711|19.31462512149009|18.418345052040127|no|no
1197.0|0.0|off|19.4218706225406|19.311410431233142|18.41563646444904|0|19.4218706225406|19.311410431233142|18.41563646444904|no|no
1197.5|0.0|off|19.418556816801374|19.308198545160298|18.412928931708166|0|19.418556816801374|19.308198545160298|18.412928931708166|no|no
1198.0|0.0|off|19.41524606865214|19.30498945690188|18.410222458063398|0|19.41524606865214|19.30498945690188|18.410222458063398|no|no
1198.5|0.0|off|19.411938370299634|19.301783160122604|18.407517047724753|0|19.411938370299634|19.301783160122604|18.407517047724753|no|no
1199.0|0.0|off|19.408633713994323|19.29857964852136|18.404812704866607|0|19.408633713994323|19.29857964852136|18.404812704866607|no|no
1199.5|0.0|off|19.405332092030136|19.295378915830987|18.40210943362795|0|19.405332092030136|19.295378915830987|18.40210943362795|no|no
1200.0|0.0|off|19.40203349674416|19.292180955818047|18.399407238112612|0|19.40203349674416|19.292180955818047|18.399407238112612|no|no
1200.5|0.0|off|19.398737920516375|19.288985762282604|18.39670612238952|0|19.398737920516375|19.288985762282604|18.39670612238952|no|no
1201.0|0.0|off|19.39544535576936|19.285793329058013|18.39400609049293|0|19.39544535576936|19.285793329058013|18.39400609049293|no|no
1201.5|0.0|off|19.39215579496802|19.282603650010696|18.39130714642266|0|19.39215579496802|19.282603650010696|18.39130714642266|no|no
1202.0|0.0|off|19.3888692306193|19.279416719039926|18.38860929414432|0|19.3888692306193|19.279416719039926|18.38860929414432|no|no
1202.5|0.0|off|19.385585655271917|19.27623253007762|18.38591253758957|0|19.385585655271917|19.27623253007762|18.38591253758957|no|no
1203.0|0.0|off|19.38230506151609|19.273051077088127|18.383216880656324|0|19.38230506151609|19.273051077088127|18.383216880656324|no|no
1203.5|0.0|off|19.37902744198325|19.269872354067996|18.380522327208997|0|19.37902744198325|19.269872354067996|18.380522327208997|no|no
1204.0|0.0|off|19.375752789345793|19.26669635504579|18.377828881078724|0|19.375752789345793|19.26669635504579|18.377828881078724|no|no
1204.5|0.0|off|19.372481096316793|19.26352307408187|18.3751365460636|0|19.372481096316793|19.26352307408187|18.3751365460636|no|no
1205.0|0.0|off|19.369212355649747|19.260352505268184|18.372445325928894|0|19.369212355649747|19.260352505268184|18.372445325928894|no|no
1205.5|0.0|off|19.3659465601383|19.25718464272806|18.369755224407278|0|19.3659465601383|19.25718464272806|18.369755224407278|no|no
1206.0|0.0|off|19.362683702615993|19.254019480616005|18.367066245199055|0|19.362683702615993|19.254019480616005|18.367066245199055|no|no
1206.5|0.0|off|19.359423775955992|19.250857013117507|18.364378391972366|0|19.359423775955992|19.250857013117507|18.364378391972366|no|no
1207.0|0.0|off|19.35616677307084|19.247697234448825|18.361691668363427|0|19.35616677307084|19.247697234448825|18.361691668363427|no|no
1207.5|0.0|off|19.35291268691218|19.244540138856788|18.359006077976737|0|19.35291268691218|19.244540138856788|18.359006077976737|no|no
1208.0|0.0|off|19.34966151047052|19.241385720618606|18.3563216243853|0|19.34966151047052|19.241385720618606|18.3563216243853|no|no
1208.5|0.0|off|19.34641323677496|19.23823397404166|18.353638311130833|0|19.34641323677496|19.23823397404166|18.353638311130833|no|no
1209.0|0.0|off|19.34316785889296|19.23508489346331|18.35095614172399|0|19.34316785889296|19.23508489346331|18.35095614172399|no|no
1209.5|0.0|off|19.33992536993007|19.231938473250707|18.348275119644573|0|19.33992536993007|19.231938473250707|18.348275119644573|no|no
1210.0|0.0|off|19.336685763029692|19.22879470780059|18.345595248341727|0|19.336685763029692|19.22879470780059|18.345595248341727|no|no
1210.5|0.0|off|19.33344903137282|19.225653591539093|18.342916531234177|0|19.33344903137282|19.225653591539093|18.342916531234177|no|no
1211.0|0.0|off|19.33021516817781|19.222515118921564|18.34023897171042|0|19.33021516817781|19.222515118921564|18.34023897171042|no|no
1211.5|0.0|off|19.32698416670012|19.21937928443236|18.337562573128928|0|19.32698416670012|19.21937928443236|18.337562573128928|no|no
1212.0|0.0|off|19.32375602023209|19.21624608258468|18.334887338818366|0|19.32375602023209|19.21624608258468|18.334887338818366|no|no
1212.5|0.0|off|19.320530722102667|19.213115507920346|18.332213272077787|0|19.320530722102667|19.213115507920346|18.332213272077787|no|no
1213.0|0.0|off|19.317308265677198|19.20998755500965|18.32954037617684|0|19.317308265677198|19.20998755500965|18.32954037617684|no|no
1213.5|0.0|off|19.31408864435717|19.20686221845115|18.32686865435597|0|19.31408864435717|19.20686221845115|18.32686865435597|no|no
1214.0|0.0|off|19.31087185157999|19.203739492871485|18.324198109826618|0|19.31087185157999|19.203739492871485|18.324198109826618|no|no
1214.5|0.0|off|19.307657880818734|19.2006193729252|18.321528745771417|0|19.307657880818734|19.2006193729252|18.321528745771417|no|no
1215.0|0.0|off|19.30444672558193|19.19750185329457|18.318860565344394|0|19.30444672558193|19.19750185329457|18.318860565344394|no|no
1215.5|0.0|off|19.30123837941331|19.1943869286894|18.316193571671167|0|19.30123837941331|19.1943869286894|18.316193571671167|no|no
1216.0|0.0|off|19.298032835891593|19.19127459384687|18.313527767849134|0|19.298032835891593|19.19127459384687|18.313527767849134|no|no
1216.5|0.0|off|19.294830088630253|19.18816484353134|18.310863156947672|0|19.294830088630253|19.18816484353134|18.310863156947672|no|no
1217.0|0.0|off|19.291630131277284|19.185057672534175|18.308199742008323|0|19.291630131277284|19.185057672534175|18.308199742008323|no|no
1217.5|0.0|off|19.288432957514992|19.181953075673583|18.305537526044994|0|19.288432957514992|19.181953075673583|18.305537526044994|no|no
1218.0|0.0|off|19.28523856105975|19.178851047794428|18.302876512044136|0|19.28523856105975|19.178851047794428|18.302876512044136|no|no
1218.5|0.0|off|19.28204693566179|19.175751583768058|18.300216702964946|0|19.28204693566179|19.175751583768058|18.300216702964946|no|no
1219.0|0.0|off|19.278858075104978|19.17265467849214|18.29755810173954|0|19.278858075104978|19.17265467849214|18.29755810173954|no|no
1219.5|0.0|off|19.27567197320659|19.169560326890487|18.294900711273144|0|19.27567197320659|19.169560326890487|18.294900711273144|no|no
1220.0|0.0|off|19.272488623817107|19.16646852391288|18.292244534444286|0|19.272488623817107|19.16646852391288|18.292244534444286|no|no
1220.5|0.0|off|19.26930802081998|19.163379264534907|18.28958957410497|0|19.26930802081998|19.163379264534907|18.28958957410497|no|no
1221.0|0.0|off|19.26613015813143|19.1602925437578|18.28693583308086|0|19.26613015813143|19.1602925437578|18.28693583308086|no|no
1221.5|0.0|off|19.26295502970022|19.15720835660827|18.284283314171464|0|19.26295502970022|19.15720835660827|18.284283314171464|no|no
1222.0|0.0|off|19.25978262950746|19.154126698138317|18.28163202015031|0|19.25978262950746|19.154126698138317|18.28163202015031|no|no
1222.5|0.0|off|19.256612951566385|19.1510475634251|18.278981953765133|0|19.256612951566385|19.1510475634251|18.278981953765133|no|no
1223.0|0.0|off|19.253445989922145|19.147970947570748|18.276333117738037|0|19.253445989922145|19.147970947570748|18.276333117738037|no|no
1223.5|0.0|off|19.250281738651605|19.14489684570222|18.273685514765685|0|19.250281738651605|19.14489684570222|18.273685514765685|no|no
1224.0|0.0|off|19.247120191863125|19.14182525297113|18.271039147519467|0|19.247120191863125|19.14182525297113|18.271039147519467|no|no
1224.5|0.0|off|19.243961343696366|19.138756164553588|18.26839401864568|0|19.243961343696366|19.138756164553588|18.26839401864568|no|no
1225.0|0.0|off|19.24080518832208|19.13568957565004|18.26575013076569|0|19.24080518832208|19.13568957565004|18.26575013076569|no|no
1225.5|0.0|off|19.23765171994192|19.132625481485128|18.263107486476116|0|19.23765171994192|19.132625481485128|18.263107486476116|no|no
1226.0|0.0|off|19.234500932788215|19.129563877307508|18.26046608834899|0|19.234500932788215|19.129563877307508|18.26046608834899|no|no
1226.5|0.0|off|19.231352821123792|19.12650475838971|18.257825938931937|0|19.231352821123792|19.12650475838971|18.257825938931937|no|no
1227.0|0.0|off|19.22820737924177|19.12344812002798|18.255187040748325|0|19.22820737924177|19.12344812002798|18.255187040748325|no|no
1227.5|0.0|off|19.225064601465355|19.12039395754213|18.252549396297454|0|19.225064601465355|19.12039395754213|18.252549396297454|no|no
1228.0|0.0|off|19.22192448214766|19.11734226627538|18.249913008054705|0|19.22192448214766|19.11734226627538|18.249913008054705|no|no
1228.5|0.0|off|19.21878701567149|19.11429304159421|18.247277878471714|0|19.21878701567149|19.11429304159421|18.247277878471714|no|no
1229.0|0.0|off|19.215652196449174|19.111246278888203|18.244644009976533|0|19.215652196449174|19.111246278888203|18.244644009976533|no|no
1229.5|0.0|off|19.212520018922344|19.108201973569912|18.24201140497379|0|19.212520018922344|19.108201973569912|18.24201140497379|no|no
1230.0|0.0|off|19.209390477561772|19.105160121074697|18.239380065844855|0|19.209390477561772|19.105160121074697|18.239380065844855|no|no
1230.5|0.0|off|19.20626356686716|19.102120716860576|18.236749994947992|0|19.20626356686716|19.102120716860576|18.236749994947992|no|no
1231.0|0.0|off|19.203139281366962|19.099083756408092|18.234121194618528|0|19.203139281366962|19.099083756408092|18.234121194618528|no|no
1231.5|0.0|off|19.200017615618197|19.09604923522016|18.23149366716901|0|19.200017615618197|19.09604923522016|18.23149366716901|no|no
1232.0|0.0|off|19.196898564206258|19.093017148821918|18.22886741488935|0|19.196898564206258|19.093017148821918|18.22886741488935|no|no
1232.5|0.0|off|19.19378212174473|19.089987492760592|18.226242440047002|0|19.19378212174473|19.089987492760592|18.226242440047002|no|no
1233.0|0.0|off|19.190668282875205|19.08696026260535|18.223618744887098|0|19.190668282875205|19.08696026260535|18.223618744887098|no|no
1233.5|0.0|off|19.18755704226711|19.083935453947152|18.22099633163261|0|19.18755704226711|19.083935453947152|18.22099633163261|no|no
1234.0|0.0|off|19.18444839461751|19.08091306239863|18.218375202484502|0|19.18444839461751|19.08091306239863|18.218375202484502|no|no
1234.5|0.0|off|19.181342334650946|19.077893083593928|18.215755359621884|0|19.181342334650946|19.077893083593928|18.215755359621884|no|no
1235.0|0.0|off|19.178238857119236|19.074875513188573|18.213136805202158|0|19.178238857119236|19.074875513188573|18.213136805202158|no|no
1235.5|0.0|off|19.175137956801315|19.07186034685934|18.210519541361176|0|19.175137956801315|19.07186034685934|18.210519541361176|no|no
1236.0|0.0|off|19.172039628503057|19.0688475803041|18.20790357021338|0|19.172039628503057|19.0688475803041|18.20790357021338|no|no
1236.5|0.0|off|19.168943867057088|19.065837209241707|18.205288893851947|0|19.168943867057088|19.065837209241707|18.205288893851947|no|no
1237.0|0.0|off|19.165850667322626|19.06282922941184|18.202675514348957|0|19.165850667322626|19.06282922941184|18.202675514348957|no|no
1237.5|0.0|off|19.162760024185303|19.059823636574887|18.200063433755513|0|19.162760024185303|19.059823636574887|18.200063433755513|no|no
1238.0|0.0|off|19.15967193255699|19.0568204265118|18.197452654101905|0|19.15967193255699|19.0568204265118|18.197452654101905|no|no
1238.5|0.0|off|19.156586387375633|19.053819595023963|18.19484317739774|0|19.156586387375633|19.053819595023963|18.19484317739774|no|no
1239.0|0.0|off|19.153503383605084|19.050821137933074|18.192235005632092|0|19.153503383605084|19.050821137933074|18.192235005632092|no|no
1239.5|0.0|off|19.150422916234923|19.047825051081|18.189628140773646|0|19.150422916234923|19.047825051081|18.189628140773646|no|no
1240.0|0.0|off|19.147344980280305|19.044831330329643|18.187022584770833|0|19.147344980280305|19.044831330329643|18.187022584770833|no|no
